units,days 
 
 label,year,min,average,max
Medium Emissions (RCP 4.5),2006,0,5.28125,13
Medium Emissions (RCP 4.5),2007,0,4.5625,18
Medium Emissions (RCP 4.5),2008,0,5.25,16
Medium Emissions (RCP 4.5),2009,0,5.5,16
Medium Emissions (RCP 4.5),2010,0,5.5625,18
Medium Emissions (RCP 4.5),2011,1,5.9375,14
Medium Emissions (RCP 4.5),2012,0,6,15
Medium Emissions (RCP 4.5),2013,0,5.40625,16
Medium Emissions (RCP 4.5),2014,0,5.59375,19
Medium Emissions (RCP 4.5),2015,0,4.96875,13
Medium Emissions (RCP 4.5),2016,0,5.5,17
Medium Emissions (RCP 4.5),2017,0,5.0625,15
Medium Emissions (RCP 4.5),2018,1,6.96875,16
Medium Emissions (RCP 4.5),2019,0,5.90625,16
Medium Emissions (RCP 4.5),2020,0,6.0625,21
Medium Emissions (RCP 4.5),2021,1,6.28125,20
Medium Emissions (RCP 4.5),2022,0,7.125,17
Medium Emissions (RCP 4.5),2023,0,4.59375,17
Medium Emissions (RCP 4.5),2024,0,5.21875,18
Medium Emissions (RCP 4.5),2025,0,6.21875,14
Medium Emissions (RCP 4.5),2026,0,8.5,22
Medium Emissions (RCP 4.5),2027,0,6.25,13
Medium Emissions (RCP 4.5),2028,0,4.625,19
Medium Emissions (RCP 4.5),2029,0,7.125,23
Medium Emissions (RCP 4.5),2030,1,6.21875,16
Medium Emissions (RCP 4.5),2031,0,7.09375,18
Medium Emissions (RCP 4.5),2032,0,7.1875,16
Medium Emissions (RCP 4.5),2033,1,7.09375,17
Medium Emissions (RCP 4.5),2034,1,8.625,20
Medium Emissions (RCP 4.5),2035,0,8.09375,21
Medium Emissions (RCP 4.5),2036,0,8.4375,25
Medium Emissions (RCP 4.5),2037,0,7.71875,24
Medium Emissions (RCP 4.5),2038,0,8.3125,21
Medium Emissions (RCP 4.5),2039,0,6.75,16
Medium Emissions (RCP 4.5),2040,1,9.40625,21
Medium Emissions (RCP 4.5),2041,1,9.5625,25
Medium Emissions (RCP 4.5),2042,1,9.40625,24
Medium Emissions (RCP 4.5),2043,0,9.3125,23
Medium Emissions (RCP 4.5),2044,0,9,27
Medium Emissions (RCP 4.5),2045,2,8.75,21
Medium Emissions (RCP 4.5),2046,0,9.0625,25
Medium Emissions (RCP 4.5),2047,2,9.125,19
Medium Emissions (RCP 4.5),2048,0,10.75,24
Medium Emissions (RCP 4.5),2049,1,8.34375,24
Medium Emissions (RCP 4.5),2050,1,8.34375,21
Medium Emissions (RCP 4.5),2051,2,10,25
Medium Emissions (RCP 4.5),2052,1,10.28125,26
Medium Emissions (RCP 4.5),2053,1,9.90625,19
Medium Emissions (RCP 4.5),2054,2,11.96875,29
Medium Emissions (RCP 4.5),2055,0,10.15625,28
Medium Emissions (RCP 4.5),2056,1,11.28125,24
Medium Emissions (RCP 4.5),2057,2,11.28125,28
Medium Emissions (RCP 4.5),2058,1,11.4375,44
Medium Emissions (RCP 4.5),2059,0,12.21875,42
Medium Emissions (RCP 4.5),2060,0,9.03125,25
Medium Emissions (RCP 4.5),2061,0,11.09375,50
Medium Emissions (RCP 4.5),2062,1,13.1875,38
Medium Emissions (RCP 4.5),2063,0,11.28125,30
Medium Emissions (RCP 4.5),2064,0,9.5625,39
Medium Emissions (RCP 4.5),2065,1,11.125,39
Medium Emissions (RCP 4.5),2066,1,12.90625,26
Medium Emissions (RCP 4.5),2067,0,9.78125,25
Medium Emissions (RCP 4.5),2068,1,11.15625,33
Medium Emissions (RCP 4.5),2069,1,12.125,41
Medium Emissions (RCP 4.5),2070,0,10.78125,28
Medium Emissions (RCP 4.5),2071,1,13.28125,37
Medium Emissions (RCP 4.5),2072,0,11.875,25
Medium Emissions (RCP 4.5),2073,0,9.59375,21
Medium Emissions (RCP 4.5),2074,0,12.125,34
Medium Emissions (RCP 4.5),2075,0,13.125,34
Medium Emissions (RCP 4.5),2076,1,13.1875,35
Medium Emissions (RCP 4.5),2077,3,14.21875,42
Medium Emissions (RCP 4.5),2078,3,14.8125,41
Medium Emissions (RCP 4.5),2079,0,11.03125,27
Medium Emissions (RCP 4.5),2080,1,11.3125,30
Medium Emissions (RCP 4.5),2081,3,13.15625,29
Medium Emissions (RCP 4.5),2082,0,11.9375,27
Medium Emissions (RCP 4.5),2083,1,13.0625,30
Medium Emissions (RCP 4.5),2084,2,14.53125,43
Medium Emissions (RCP 4.5),2085,1,12.53125,45
Medium Emissions (RCP 4.5),2086,2,12.25,33
Medium Emissions (RCP 4.5),2087,0,10.375,25
Medium Emissions (RCP 4.5),2088,1,14.125,25
Medium Emissions (RCP 4.5),2089,2,11.46875,35
Medium Emissions (RCP 4.5),2090,1,10.8125,31
Medium Emissions (RCP 4.5),2091,2,14.34375,30
Medium Emissions (RCP 4.5),2092,4,13.34375,37
Medium Emissions (RCP 4.5),2093,0,11.78125,27
Medium Emissions (RCP 4.5),2094,1,10.8125,33
Medium Emissions (RCP 4.5),2095,2,13.59375,36
Medium Emissions (RCP 4.5),2096,1,10.90625,35
Medium Emissions (RCP 4.5),2097,4,15.78125,41
Medium Emissions (RCP 4.5),2098,1,12.4375,34
Medium Emissions (RCP 4.5),2099,3,13.53125,39
Medium Emissions (RCP 4.5),2100,1,11.0740740741,28
High Emissions (RCP 8.5),2006,1,6.15625,21
High Emissions (RCP 8.5),2007,0,5.28125,22
High Emissions (RCP 8.5),2008,0,5.4375,11
High Emissions (RCP 8.5),2009,0,4.625,13
High Emissions (RCP 8.5),2010,0,4.0625,12
High Emissions (RCP 8.5),2011,0,4.71875,23
High Emissions (RCP 8.5),2012,0,5.53125,15
High Emissions (RCP 8.5),2013,0,5.09375,14
High Emissions (RCP 8.5),2014,1,6,16
High Emissions (RCP 8.5),2015,0,5.71875,16
High Emissions (RCP 8.5),2016,0,5.5625,24
High Emissions (RCP 8.5),2017,1,6.375,20
High Emissions (RCP 8.5),2018,1,7.6875,20
High Emissions (RCP 8.5),2019,0,5.6875,13
High Emissions (RCP 8.5),2020,0,7.125,23
High Emissions (RCP 8.5),2021,0,5.59375,23
High Emissions (RCP 8.5),2022,0,6.59375,20
High Emissions (RCP 8.5),2023,0,7.75,17
High Emissions (RCP 8.5),2024,0,5.375,20
High Emissions (RCP 8.5),2025,1,7.96875,17
High Emissions (RCP 8.5),2026,0,6.625,20
High Emissions (RCP 8.5),2027,1,6.34375,16
High Emissions (RCP 8.5),2028,1,6.3125,16
High Emissions (RCP 8.5),2029,1,7.65625,34
High Emissions (RCP 8.5),2030,0,8.1875,22
High Emissions (RCP 8.5),2031,0,6.46875,20
High Emissions (RCP 8.5),2032,0,6.96875,16
High Emissions (RCP 8.5),2033,0,9.4375,22
High Emissions (RCP 8.5),2034,0,7,13
High Emissions (RCP 8.5),2035,0,9.375,22
High Emissions (RCP 8.5),2036,1,7.96875,26
High Emissions (RCP 8.5),2037,2,9,19
High Emissions (RCP 8.5),2038,1,7.625,16
High Emissions (RCP 8.5),2039,1,10.75,24
High Emissions (RCP 8.5),2040,0,8.1875,26
High Emissions (RCP 8.5),2041,0,7.75,19
High Emissions (RCP 8.5),2042,1,9.84375,22
High Emissions (RCP 8.5),2043,1,9.0625,24
High Emissions (RCP 8.5),2044,1,9.0625,27
High Emissions (RCP 8.5),2045,2,12.375,29
High Emissions (RCP 8.5),2046,1,10.03125,31
High Emissions (RCP 8.5),2047,1,9.40625,23
High Emissions (RCP 8.5),2048,1,10.0625,32
High Emissions (RCP 8.5),2049,1,12.375,43
High Emissions (RCP 8.5),2050,0,11.84375,35
High Emissions (RCP 8.5),2051,2,12.59375,37
High Emissions (RCP 8.5),2052,1,13.375,38
High Emissions (RCP 8.5),2053,2,13.75,31
High Emissions (RCP 8.5),2054,3,11.84375,28
High Emissions (RCP 8.5),2055,3,14.78125,41
High Emissions (RCP 8.5),2056,1,11.6875,27
High Emissions (RCP 8.5),2057,0,15.03125,49
High Emissions (RCP 8.5),2058,0,12.9375,31
High Emissions (RCP 8.5),2059,0,11.53125,29
High Emissions (RCP 8.5),2060,2,12.21875,34
High Emissions (RCP 8.5),2061,1,14.625,30
High Emissions (RCP 8.5),2062,2,15.6875,35
High Emissions (RCP 8.5),2063,1,13.4375,32
High Emissions (RCP 8.5),2064,5,14.96875,35
High Emissions (RCP 8.5),2065,3,13.75,40
High Emissions (RCP 8.5),2066,2,15.9375,49
High Emissions (RCP 8.5),2067,2,15.59375,42
High Emissions (RCP 8.5),2068,2,12.9375,38
High Emissions (RCP 8.5),2069,2,16.375,45
High Emissions (RCP 8.5),2070,0,16.84375,45
High Emissions (RCP 8.5),2071,1,15.21875,33
High Emissions (RCP 8.5),2072,1,17.28125,43
High Emissions (RCP 8.5),2073,4,16.15625,47
High Emissions (RCP 8.5),2074,2,17.46875,42
High Emissions (RCP 8.5),2075,6,16.71875,37
High Emissions (RCP 8.5),2076,6,18.0625,38
High Emissions (RCP 8.5),2077,5,20.3125,49
High Emissions (RCP 8.5),2078,1,17.9375,41
High Emissions (RCP 8.5),2079,3,17.28125,53
High Emissions (RCP 8.5),2080,2,23.65625,105
High Emissions (RCP 8.5),2081,5,19.59375,50
High Emissions (RCP 8.5),2082,3,19.46875,44
High Emissions (RCP 8.5),2083,5,19.84375,43
High Emissions (RCP 8.5),2084,4,21.71875,64
High Emissions (RCP 8.5),2085,1,21.5,55
High Emissions (RCP 8.5),2086,0,18,41
High Emissions (RCP 8.5),2087,2,21.46875,79
High Emissions (RCP 8.5),2088,5,21.96875,62
High Emissions (RCP 8.5),2089,5,23.5,62
High Emissions (RCP 8.5),2090,4,26.6875,80
High Emissions (RCP 8.5),2091,9,24.1875,53
High Emissions (RCP 8.5),2092,7,25.3125,64
High Emissions (RCP 8.5),2093,6,22.53125,70
High Emissions (RCP 8.5),2094,5,29.15625,65
High Emissions (RCP 8.5),2095,4,24.09375,57
High Emissions (RCP 8.5),2096,6,29.53125,74
High Emissions (RCP 8.5),2097,3,27.15625,62
High Emissions (RCP 8.5),2098,8,29.59375,88
High Emissions (RCP 8.5),2099,2,25.1875,63
High Emissions (RCP 8.5),2100,6,30.3448275862,73
Modeled Historical,1950,0,4.25,11
Modeled Historical,1951,0,2.28125,8
Modeled Historical,1952,0,3,12
Modeled Historical,1953,0,3.34375,9
Modeled Historical,1954,0,3.5,13
Modeled Historical,1955,0,2.8125,8
Modeled Historical,1956,0,2.71875,8
Modeled Historical,1957,0,3.3125,11
Modeled Historical,1958,0,3.0625,11
Modeled Historical,1959,0,3.5625,12
Modeled Historical,1960,0,3.9375,13
Modeled Historical,1961,0,3.3125,8
Modeled Historical,1962,0,3.3125,9
Modeled Historical,1963,0,3.46875,11
Modeled Historical,1964,0,3.875,10
Modeled Historical,1965,0,2.15625,8
Modeled Historical,1966,0,3.46875,14
Modeled Historical,1967,0,2.875,10
Modeled Historical,1968,0,2.8125,10
Modeled Historical,1969,0,3.3125,9
Modeled Historical,1970,0,3.21875,14
Modeled Historical,1971,0,2.71875,12
Modeled Historical,1972,0,3.3125,8
Modeled Historical,1973,0,3.8125,17
Modeled Historical,1974,0,2.8125,15
Modeled Historical,1975,0,3.09375,12
Modeled Historical,1976,0,4.4375,13
Modeled Historical,1977,0,2.1875,8
Modeled Historical,1978,0,4.03125,10
Modeled Historical,1979,0,3.09375,11
Modeled Historical,1980,0,3.5,11
Modeled Historical,1981,0,3.375,12
Modeled Historical,1982,0,3.3125,14
Modeled Historical,1983,0,2.59375,9
Modeled Historical,1984,0,3.53125,12
Modeled Historical,1985,0,3.875,12
Modeled Historical,1986,0,3.625,13
Modeled Historical,1987,0,3.59375,14
Modeled Historical,1988,0,3.5625,12
Modeled Historical,1989,0,3.8125,15
Modeled Historical,1990,1,4.4375,13
Modeled Historical,1991,0,3.21875,9
Modeled Historical,1992,0,2.21875,7
Modeled Historical,1993,0,2.0625,7
Modeled Historical,1994,0,4.28125,11
Modeled Historical,1995,0,2.59375,8
Modeled Historical,1996,0,4.0625,13
Modeled Historical,1997,0,4.5625,14
Modeled Historical,1998,0,4.75,13
Modeled Historical,1999,0,4.5,16
Modeled Historical,2000,0,4.09375,16
Modeled Historical,2001,0,4.375,9
Modeled Historical,2002,0,3.96875,9
Modeled Historical,2003,0,4.03125,20
Modeled Historical,2004,0,4.46875,14
Modeled Historical,2005,0,4.9375,14
Observed,1950,,10,
Observed,1951,,3,
Observed,1952,,3,
Observed,1953,,2,
Observed,1954,,4,
Observed,1955,,6,
Observed,1956,,2,
Observed,1957,,5,
Observed,1958,,4,
Observed,1959,,2,
Observed,1960,,5,
Observed,1961,,10,
Observed,1962,,2,
Observed,1963,,3,
Observed,1964,,3,
Observed,1965,,0,
Observed,1966,,5,
Observed,1967,,2,
Observed,1968,,3,
Observed,1969,,1,
Observed,1970,,5,
Observed,1971,,4,
Observed,1972,,6,
Observed,1973,,7,
Observed,1974,,2,
Observed,1975,,1,
Observed,1976,,9,
Observed,1977,,5,
Observed,1978,,1,
Observed,1979,,4,
Observed,1980,,5,
Observed,1981,,7,
Observed,1982,,2,
Observed,1983,,9,
Observed,1984,,14,
Observed,1985,,7,
Observed,1986,,1,
Observed,1987,,3,
Observed,1988,,3,
Observed,1989,,1,
Observed,1990,,3,
Observed,1991,,4,
Observed,1992,,0,
Observed,1993,,8,
Observed,1994,,2,
Observed,1995,,5,
Observed,1996,,3,
Observed,1997,,2,
Observed,1998,,8,
Observed,1999,,4,
Observed,2000,,6,
Observed,2001,,4,
Observed,2002,,6,
Observed,2003,,10,
Observed,2004,,3,
Observed,2005,,2,
Observed,2006,,4,
